Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
P00960	P0A7K6	GLYQ	RPLS					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0A7M2	GLYQ	RPMB					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0A7S9	GLYQ	RPSM					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0A7T3	GLYQ	RPSP					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0A7V0	GLYQ	RPSB					15690043:0096:HT|15690043:0676:HT
P00960	P0A7V3	GLYQ	RPSC					15690043:0096:HT|15690043:0676:HT
P00960	P0A7W1	GLYQ	RPSE					15690043:0096:HT|15690043:0676:HT
P00960	P0A817	GLYQ	METK					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P00960	P0A9X4	GLYQ	MREB					15690043:0096:HT|15690043:0676:HT
P00960	P0AA10	GLYQ	RPLM					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0ADY7	GLYQ	RPLP					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0AFP6	GLYQ	YBGI					19402753:0676:HT
P00960	P0AG48	GLYQ	RPLU					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0AG55	GLYQ	RPLF					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P0CE47	GLYQ	TUFA					15690043:0096:HT
P00960	P0CE48	GLYQ	TUFB					15690043:0676:HT
P00960	P23865	GLYQ	PRC					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P00960	P30748	GLYQ	MOAD					16606699:0096:HT
P00960	P30749	GLYQ	MOAE					16606699:0096:HT
P00960	P33232	GLYQ	LLDD					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P60723	GLYQ	RPLD					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00960	P61175	GLYQ	RPLV					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P00960	P68688	GLYQ	GRXA					16606699:0096:HT
P00961	P00961	GLYS	GLYS					15690043:0007:HT|15690043:0676:HT
P00961	P05847	GLYS	TTDA					16606699:0096:HT
P00961	P0A8D0	GLYS	NRDR					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00961	P0AEF0	GLYS	DNAC					16606699:0096:HT
P00961	P0AES4	GLYS	GYRA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P00961	P0AES6	GLYS	GYRB					15690043:0096:HT|15690043:0676:HT
P00961	P0AEU7	GLYS	SKP					15690043:0096:HT|15690043:0676:HT
P00961	P0AGC7	GLYS	YTJB					16606699:0096:HT
P00961	P15038	GLYS	HELD					16606699:0096:HT
P00961	P15640	GLYS	PURD					16606699:0096:HT
P00961	P25741	GLYS	RFAP					16606699:0096:HT
P00961	P54901	GLYS	CSIE					19402753:0676:HT
P00962	P00962	GLNS	GLNS					15690043:0007:HT|15690043:0676:HT
P00962	P0A6Q6	GLNS	FABZ					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P00962	P0A8I5	GLNS	TRMB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P00962	P0ABK5	GLNS	CYSK					16606699:0096:HT
P00962	P21645	GLNS	LPXD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P00962	P24169	GLNS	SPEF					16606699:0096:HT
P00963	P0A836	ASNA	SUCC					19402753:0676:HT
P00963	P0ABU2	ASNA	YCHF					16606699:0096:HT
P00963	P23721	ASNA	SERC					16606699:0096:HT
P00963	P23871	ASNA	HEMH					16606699:0096:HT
P00963	P61320	ASNA	LOLB					16606699:0096:HT
P00968	P04128	CARB	FIMA					19402753:0676:HT
P00968	P08394	CARB	RECB					16606699:0096:HT
P00968	P0A6F5	CARB	GROL					16606699:0096:HT
P00968	P0A6W5	CARB	GREA					15690043:0096:HT|15690043:0676:HT
P00968	P0A7R5	CARB	RPSJ					19402753:0676:HT
P00968	P0AC38	CARB	ASPA					16606699:0096:HT
P00968	P0AC53	CARB	ZWF					16606699:0096:HT
P00968	P13035	CARB	GLPD					16606699:0096:HT
P00968	P15034	CARB	PEPP					16606699:0096:HT
P00968	P24174	CARB	MANC					16606699:0096:HT
P00968	P28904	CARB	TREC					16606699:0096:HT
P00968	P30015	CARB	LHR					19402753:0676:HT
P00968	P31663	CARB	PANC					16606699:0096:HT
P00968	P35340	CARB	AHPF					16606699:0096:HT
P02358	P03018	RPSF	UVRD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02358	P06616	RPSF	ERA					16606699:0096:HT
P02358	P06710	RPSF	DNAX					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02358	P08622	RPSF	DNAJ					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A6A8	RPSF	ACPP					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A6G7	RPSF	CLPP					15690043:0096:HT|15690043:0676:HT
P02358	P0A6Q3	RPSF	FABA					19402753:0676:HT
P02358	P0A6U3	RPSF	MNMG					16606699:0096:HT
P02358	P0A6X3	RPSF	HFQ					15690043:0096:HT|15690043:0676:HT
P02358	P0A6Y1	RPSF	IHFB					15690043:0096:HT|15690043:0676:HT
P02358	P0A6Y8	RPSF	DNAK					16606699:0096:HT
P02358	P0A6Z3	RPSF	HTPG					15690043:0096:HT|15690043:0676:HT
P02358	P0A707	RPSF	INFC					15690043:0096:HT|15690043:0676:HT
P02358	P0A776	RPSF	RPPH					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A799	RPSF	PGK					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A7E9	RPSF	PYRH					19402753:0676:HT
P02358	P0A7W1	RPSF	RPSE					15690043:0096:HT|15690043:0676:HT
P02358	P0A7Y8	RPSF	RNPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02358	P0A7Z4	RPSF	RPOA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A8E5	RPSF	YACL					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A8E6	RPSF	YACL					15690043:0676:HT
P02358	P0A8G0	RPSF	UVRC					15690043:0096:HT|15690043:0676:HT
P02358	P0A8I5	RPSF	TRMB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A8J8	RPSF	RHLB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A8M3	RPSF	THRS					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02358	P0A8M6	RPSF	YEEX					16606699:0096:HT|19402753:0676:HT
P02358	P0A8V2	RPSF	RPOB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A8W8	RPSF	YFBU					19402753:0676:HT
P02358	P0A9P6	RPSF	DEAD					15690043:0096:HT|15690043:0676:HT
P02358	P0A9X4	RPSF	MREB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0A9Y6	RPSF	CSPC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0AA39	RPSF	RLUC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0AAS7	RPSF	YBCJ					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0ABH9	RPSF	CLPA					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0ABS8	RPSF	HOLE					15690043:0096:HT|15690043:0676:HT
P02358	P0ABT2	RPSF	DPS					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0ABU7	RPSF	EXBB					19402753:0676:HT
P02358	P0ACN4	RPSF	ALLR					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0ADH5	RPSF	FIMB					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0ADS6	RPSF	YGGE					19402753:0676:HT
P02358	P0AEB7	RPSF	YOAB					19402753:0676:HT
P02358	P0AF63	RPSF	NSRR					19402753:0676:HT
P02358	P0AFG0	RPSF	NUSG					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P0AG24	RPSF	SPOT					15690043:0096:HT|15690043:0676:HT
P02358	P0AGJ5	RPSF	YFIF					15690043:0096:HT|15690043:0676:HT
P02358	P0AGJ6	RPSF	YFIF					15690043:0676:HT
P02358	P0AGK4	RPSF	YHBY					19402753:0676:HT
P02358	P0C054	RPSF	IBPA					15690043:0096:HT|15690043:0676:HT
P02358	P0DMC9	RPSF	RCSA					15690043:0096:HT|15690043:0676:HT
P02358	P0DP90	RPSF	ILVG					15690043:0676:HT
P02358	P14081	RPSF	SELB					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P16528	RPSF	ICLR					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P21499	RPSF	RNR					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P21513	RPSF	RNE					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P25522	RPSF	MNME					15690043:0096:HT|15690043:0676:HT
P02358	P32701	RPSF	PDEC					19402753:0676:HT
P02358	P33224	RPSF	AIDB					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P33570	RPSF	TKTB					19402753:0676:HT
P02358	P33644	RPSF	YFIH					16606699:0096:HT
P02358	P36879	RPSF	YADG					19402753:0676:HT
P02358	P36979	RPSF	RLMN					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P37751	RPSF	WBBK					19402753:0676:HT
P02358	P37765	RPSF	RLUB					15690043:0096:HT|15690043:0676:HT
P02358	P46923	RPSF	TORZ					19402753:0676:HT
P02358	P60785	RPSF	LEPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02358	P62399	RPSF	RPLE					16606699:0096:HT
P02358	P63228	RPSF	GMHB					16606699:0096:HT|19402753:0676:HT
P02358	P64581	RPSF	YQJD					19402753:0676:HT
P02358	P64588	RPSF	YQJI					19402753:0676:HT
P02358	P68739	RPSF	NFI					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P69820	RPSF	ULAC					16606699:0096:HT
P02358	P69913	RPSF	CSRA					19402753:0676:HT
P02358	P75767	RPSF	YBHK					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02358	P75829	RPSF	YBJX					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02358	P75876	RPSF	RLMI					19402753:0676:HT
P02358	P76116	RPSF	YNCE					19402753:0676:HT
P02358	P76316	RPSF	DCYD					19402753:0676:HT
P02358	P76550	RPSF	YFFS					19402753:0676:HT
P02358	P77293	RPSF	YFDH					19402753:0676:HT
P02358	Q46856	RPSF	YQHD					19402753:0676:HT
P02359	P03004	RPSG	DNAA					15690043:0007:HT|15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P03018	RPSG	UVRD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P05055	RPSG	PNP					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P06134	RPSG	ADA					16606699:0096:HT
P02359	P06612	RPSG	TOPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P07013	RPSG	PRIB					16606699:0096:HT
P02359	P08245	RPSG	YCIH					16606699:0096:HT
P02359	P09372	RPSG	GRPE					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P0A6A8	RPSG	ACPP					15690043:0096:HT|15690043:0676:HT
P02359	P0A6G7	RPSG	CLPP					15690043:0096:HT|15690043:0676:HT
P02359	P0A6H5	RPSG	HSLU					15690043:0096:HT|15690043:0676:HT
P02359	P0A6L9	RPSG	HSCB					15690043:0096:HT|15690043:0676:HT
P02359	P0A6Q3	RPSG	FABA					15690043:0096:HT|15690043:0676:HT
P02359	P0A6Q6	RPSG	FABZ					15690043:0096:HT|15690043:0676:HT
P02359	P0A6W5	RPSG	GREA					15690043:0096:HT|15690043:0676:HT
P02359	P0A6X3	RPSG	HFQ					15690043:0096:HT|15690043:0676:HT
P02359	P0A6Y1	RPSG	IHFB					15690043:0096:HT|15690043:0676:HT
P02359	P0A6Y5	RPSG	HSLO					15690043:0096:HT|15690043:0676:HT
P02359	P0A6Z3	RPSG	HTPG					15690043:0096:HT|15690043:0676:HT
P02359	P0A707	RPSG	INFC					15690043:0096:HT|15690043:0676:HT
P02359	P0A715	RPSG	KDSA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P0A717	RPSG	PRS					15690043:0676:HT
P02359	P0A776	RPSG	RPPH					15690043:0096:HT|15690043:0676:HT
P02359	P0A7A9	RPSG	PPA					15690043:0096:HT|15690043:0676:HT
P02359	P0A7B8	RPSG	HSLV					15690043:0096:HT|15690043:0676:HT
P02359	P0A7E9	RPSG	PYRH					15690043:0096:HT|15690043:0676:HT
P02359	P0A7H3	RPSG	RECO					16606699:0096:HT
P02359	P0A7L0	RPSG	RPLA					16606699:0096:HT
P02359	P0A7S9	RPSG	RPSM					16606699:0096:HT
P02359	P0A7T3	RPSG	RPSP					16606699:0096:HT
P02359	P0A7U3	RPSG	RPSS					16606699:0096:HT
P02359	P0A7V8	RPSG	RPSD					16606699:0096:HT
P02359	P0A7W1	RPSG	RPSE					15690043:0096:HT|15690043:0676:HT
P02359	P0A7X3	RPSG	RPSI					16606699:0096:HT
P02359	P0A7Y8	RPSG	RNPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P0A7Z4	RPSG	RPOA					15690043:0096:HT|15690043:0676:HT
P02359	P0A800	RPSG	RPOZ					15690043:0096:HT|15690043:0676:HT
P02359	P0A847	RPSG	TGT					15690043:0096:HT|15690043:0676:HT
P02359	P0A850	RPSG	TIG					15690043:0096:HT|15690043:0676:HT|19737520:0096:LC
P02359	P0A8A8	RPSG	RIMP					15690043:0096:HT|15690043:0676:HT
P02359	P0A8B1	RPSG	RIMP					15690043:0676:HT
P02359	P0A8G0	RPSG	UVRC					15690043:0096:HT|15690043:0676:HT
P02359	P0A8H6	RPSG	YIHI					16606699:0096:HT
P02359	P0A8I5	RPSG	TRMB					15690043:0096:HT|15690043:0676:HT
P02359	P0A8J8	RPSG	RHLB					15690043:0096:HT|15690043:0676:HT
P02359	P0A8M3	RPSG	THRS					15690043:0096:HT|15690043:0676:HT
P02359	P0A8N5	RPSG	LYSU					15690043:0096:HT|15690043:0676:HT
P02359	P0A8T1	RPSG	PRMA					16606699:0096:HT
P02359	P0A8T7	RPSG	RPOC					15690043:0096:HT|15690043:0676:HT
P02359	P0A968	RPSG	CSPD					15690043:0096:HT|15690043:0676:HT
P02359	P0A972	RPSG	CSPE					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P0A978	RPSG	CSPG					16606699:0096:HT
P02359	P0A986	RPSG	CSPI					16606699:0096:HT
P02359	P0A9K3	RPSG	YBEZ					15690043:0096:HT|15690043:0676:HT
P02359	P0A9K6	RPSG	YBEZ					15690043:0676:HT
P02359	P0A9L5	RPSG	PPIC					15690043:0096:HT|15690043:0676:HT
P02359	P0A9M0	RPSG	LON					15690043:0096:HT|15690043:0676:HT
P02359	P0A9P6	RPSG	DEAD					15690043:0096:HT|15690043:0676:HT
P02359	P0A9R7	RPSG	FTSE					15690043:0096:HT|15690043:0676:HT
P02359	P0A9W0	RPSG	ULAR					15690043:0096:HT|15690043:0676:HT
P02359	P0A9X9	RPSG	CSPA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P0A9Y6	RPSG	CSPC					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P0AA39	RPSG	RLUC					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P0AAI3	RPSG	FTSH					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P0AAM3	RPSG	HYPC					15690043:0096:HT|15690043:0676:HT
P02359	P0ABH9	RPSG	CLPA					15690043:0096:HT|15690043:0676:HT
P02359	P0ABS5	RPSG	DNAG					15690043:0096:HT|15690043:0676:HT
P02359	P0ACC7	RPSG	GLMU					16606699:0096:HT
P02359	P0ACF4	RPSG	HUPB					15690043:0007:HT|15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P0ACG8	RPSG	HSLR					15690043:0096:HT|15690043:0676:HT
P02359	P0ACN4	RPSG	ALLR					15690043:0096:HT|15690043:0676:HT
P02359	P0ACU2	RPSG	RUTR					16606699:0096:HT
P02359	P0ACV8	RPSG	YMJA					16606699:0096:HT
P02359	P0ACX9	RPSG	YDIE					16606699:0096:HT
P02359	P0AD05	RPSG	YECA					16606699:0096:HT
P02359	P0ADH5	RPSG	FIMB					15690043:0096:HT|15690043:0676:HT
P02359	P0ADK8	RPSG	YIBL					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P0ADL0	RPSG	YIBL					15690043:0676:HT
P02359	P0ADR6	RPSG	RLMM		B1976			16606699:0096:HT
P02359	P0ADT5	RPSG	YGIC					16606699:0096:HT
P02359	P0ADZ4	RPSG	RPSO					16606699:0096:HT
P02359	P0AED9	RPSG	DCM					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P0AEE8	RPSG	DAM					16606699:0096:HT
P02359	P0AEM0	RPSG	FKPB					15690043:0676:HT
P02359	P0AFF6	RPSG	NUSA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P0AFG0	RPSG	NUSG					15690043:0096:HT|15690043:0676:HT
P02359	P0AFZ3	RPSG	SSPB					15690043:0096:HT|15690043:0676:HT
P02359	P0AG24	RPSG	SPOT					15690043:0096:HT|15690043:0676:HT
P02359	P0AG44	RPSG	RPLQ					16606699:0096:HT
P02359	P0AGJ2	RPSG	TRMH					16606699:0096:HT
P02359	P0AGJ5	RPSG	YFIF					15690043:0096:HT|15690043:0676:HT
P02359	P0AGJ6	RPSG	YFIF					15690043:0676:HT
P02359	P0AGK4	RPSG	YHBY					15690043:0096:HT|15690043:0676:HT
P02359	P0C054	RPSG	IBPA					15690043:0096:HT|15690043:0676:HT
P02359	P0C0R7	RPSG	RLME					15690043:0096:HT|15690043:0676:HT
P02359	P0DMC9	RPSG	RCSA					15690043:0096:HT|15690043:0676:HT
P02359	P0DP90	RPSG	ILVG					15690043:0676:HT
P02359	P13024	RPSG	FDHE					16606699:0096:HT
P02359	P14081	RPSG	SELB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P15038	RPSG	HELD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P16528	RPSG	ICLR					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P19705	RPSG	HSDS					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P21170	RPSG	SPEA					16606699:0096:HT
P02359	P21499	RPSG	RNR					15690043:0096:HT|15690043:0676:HT
P02359	P21513	RPSG	RNE					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P21645	RPSG	LPXD					15690043:0007:HT|15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02359	P22523	RPSG	MUKB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P23830	RPSG	PSSA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P23862	RPSG	PRIC					16606699:0096:HT
P02359	P23882	RPSG	FMT					16606699:0096:HT
P02359	P24224	RPSG	ACPS					16606699:0096:HT
P02359	P24230	RPSG	RECG					16606699:0096:HT
P02359	P24255	RPSG	RPON					16606699:0096:HT
P02359	P25522	RPSG	MNME					15690043:0096:HT|15690043:0676:HT
P02359	P25539	RPSG	RIBD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P25738	RPSG	MSYB					16606699:0096:HT
P02359	P25888	RPSG	RHLE					16606699:0096:HT
P02359	P30745	RPSG	MOAA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P31469	RPSG	CBRC					16606699:0096:HT
P02359	P32053	RPSG	INTA					15690043:0096:HT
P02359	P32680	RPSG	YJAG					16606699:0096:HT
P02359	P32684	RPSG	RLUF					16606699:0096:HT
P02359	P33224	RPSG	AIDB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P33371	RPSG	DUSC					15690043:0096:HT|15690043:0676:HT
P02359	P33594	RPSG	NIKE					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P36659	RPSG	CBPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P36929	RPSG	RSMB					16606699:0096:HT
P02359	P36979	RPSG	RLMN					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P36995	RPSG	CSPB					16606699:0096:HT
P02359	P37692	RPSG	RFAF					16606699:0096:HT
P02359	P39286	RPSG	RSGA					15690043:0096:HT|15690043:0676:HT
P02359	P39406	RPSG	RSMC					16606699:0096:HT
P02359	P40711	RPSG	ARFB					16606699:0096:HT
P02359	P42184	RPSG	PRSA					15690043:0096:HT|15690043:0676:HT
P02359	P43329	RPSG	HRPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P52097	RPSG	TILS					16606699:0096:HT
P02359	P52119	RPSG	RATB					16606699:0096:HT
P02359	P60422	RPSG	RPLB					16606699:0096:HT
P02359	P60723	RPSG	RPLD					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P60785	RPSG	LEPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P63177	RPSG	RLMB					15690043:0096:HT|15690043:0676:HT
P02359	P63284	RPSG	CLPB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P64476	RPSG	YDIH					15690043:0096:HT|15690043:0676:HT
P02359	P64478	RPSG	YDIH					15690043:0676:HT
P02359	P64616	RPSG	YHCO					16606699:0096:HT
P02359	P67910	RPSG	HLDD					15690043:0096:HT|15690043:0676:HT
P02359	P68739	RPSG	NFI					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P71242	RPSG	WCAK					16606699:0096:HT
P02359	P75767	RPSG	YBHK					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P75829	RPSG	YBJX					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P75864	RPSG	RLML					16606699:0096:HT
P02359	P76086	RPSG	PAAX					15690043:0096:HT|15690043:0676:HT
P02359	P76104	RPSG	RLHA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02359	P76148	RPSG	YNEG					16606699:0096:HT
P02359	P77791	RPSG	MAA					16606699:0096:HT
P02359	Q46927	RPSG	TCDA					16606699:0096:HT
P02413	P02918	RPLO	MRCA					19402753:0676:HT
P02413	P03004	RPLO	DNAA					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P05055	RPLO	PNP					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P09372	RPLO	GRPE					16606699:0096:HT
P02413	P0A6A8	RPLO	ACPP					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0A6F9	RPLO	GROS					16606699:0096:HT
P02413	P0A6X3	RPLO	HFQ					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0A6Y1	RPLO	IHFB					15690043:0096:HT|15690043:0676:HT
P02413	P0A707	RPLO	INFC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0A717	RPLO	PRS					15690043:0676:HT
P02413	P0A722	RPLO	LPXA					16606699:0096:HT
P02413	P0A776	RPLO	RPPH					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0A7A7	RPLO	PLSB					15690043:0096:HT|15690043:0676:HT
P02413	P0A7H3	RPLO	RECO					16606699:0096:HT
P02413	P0A7L8	RPLO	RPMA					16606699:0096:HT
P02413	P0A7S3	RPLO	RPSL					16606699:0096:HT
P02413	P0A7X3	RPLO	RPSI					16606699:0096:HT
P02413	P0A7Y8	RPLO	RNPA					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02413	P0A7Z4	RPLO	RPOA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02413	P0A8E5	RPLO	YACL					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0A8E6	RPLO	YACL					15690043:0676:HT
P02413	P0A8H6	RPLO	YIHI					16606699:0096:HT
P02413	P0A8K1	RPLO	PSD					16606699:0096:HT
P02413	P0A8M6	RPLO	YEEX					19402753:0676:HT
P02413	P0A8T7	RPLO	RPOC					15690043:0096:HT|15690043:0676:HT
P02413	P0A8W5	RPLO	YQGE					16606699:0096:HT
P02413	P0A8W8	RPLO	YFBU					19402753:0676:HT
P02413	P0A8Z3	RPLO	YBGC					19402753:0676:HT
P02413	P0A901	RPLO	BLC					19402753:0676:HT
P02413	P0A972	RPLO	CSPE					16606699:0096:HT
P02413	P0A9K3	RPLO	YBEZ					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0A9K6	RPLO	YBEZ					15690043:0676:HT
P02413	P0A9K9	RPLO	SLYD					16606699:0096:HT
P02413	P0A9P6	RPLO	DEAD					19402753:0676:HT
P02413	P0A9X9	RPLO	CSPA					16606699:0096:HT
P02413	P0AA10	RPLO	RPLM					16606699:0096:HT
P02413	P0AA39	RPLO	RLUC					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0AB43	RPLO	YCGL					16606699:0096:HT
P02413	P0ABA6	RPLO	ATPG					19402753:0676:HT
P02413	P0AC69	RPLO	GRXD					16606699:0096:HT
P02413	P0ACB0	RPLO	DNAB					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02413	P0ACC7	RPLO	GLMU					16606699:0096:HT
P02413	P0ACF0	RPLO	HUPA					16606699:0096:HT
P02413	P0ACX5	RPLO	FUMD					16606699:0096:HT
P02413	P0AD05	RPLO	YECA					16606699:0096:HT
P02413	P0ADT5	RPLO	YGIC					16606699:0096:HT
P02413	P0ADZ0	RPLO	RPLW					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0AEM0	RPLO	FKPB					16606699:0096:HT
P02413	P0AEU7	RPLO	SKP					15690043:0096:HT|15690043:0676:HT
P02413	P0AF90	RPLO	RRAB					19402753:0676:HT
P02413	P0AF93	RPLO	RIDA					19402753:0676:HT
P02413	P0AFF6	RPLO	NUSA					15690043:0096:HT|16606699:0096:HT|15690043:0676:HT
P02413	P0AG24	RPLO	SPOT					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P0AGK4	RPLO	YHBY					16606699:0096:HT
P02413	P0DP90	RPLO	ILVG					15690043:0676:HT
P02413	P11557	RPLO	DAMX					16606699:0096:HT
P02413	P14081	RPLO	SELB					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P15082	RPLO	SRLR					15690043:0007:HT|15690043:0096:HT|15690043:0676:HT
P02413	P21499	RPLO	RNR					15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P21645	RPLO	LPXD					15690043:0007:HT|15690043:0096:HT|19402753:0676:HT|15690043:0676:HT
P02413	P23917	RPLO	MAK					19402753:0676:HT
P02413	P27238	RPLO	YFED					16606699:0096:HT
P02413	P27296	RPLO	DING					16606699:0096:HT
